,Name_Firs_Last,Birth_Date,Date,Prefer_Game,Visits,Avg_Bet,Player_Type,Total_Bet,Balance,Bonus,Bonus_From_Points,Match_Pay,Tombola_Game,Total_Bonuses,Clean_Balance,Bonus_Percent_of_Bet,Bonus_Percent_of_Lose,Play_Percent,New_Customers,Hold_On_Sept,Hold_On_Okt,Holded,Total_Bet_range
894,Treasure Pickers,17-01-75,01-08-18,SLOTS,1,1.2,Среден,67.2,-53.3,0,0,0,0,-53.3,0,0,1.793154762,NA,NA,NA,NA,0,0-100
895,Knight VIP,30-12-90,01-08-18,SLOTS,1,0.742436975,Слаб,177.442437,10.34243697,0,0,0,0,10.34243697,0,0,0.941713847,NA,NA,NA,NA,0,100-500
896,Music Hunters,27-04-70,01-08-18,SLOTS,1,0.485108676,Слаб,1379.984211,159.5742105,0,35,0,35,124.5742105,0.025362609,0.219333687,0.9097278,Yes,NA,NA,NA,0,1000-5000
897,Model Dynasty,10-10-10,01-08-18,SLOTS,1,0.302040816,Новак,15.10204082,10.00204082,0,0,0,0,10.00204082,0,0,0.337702703,NA,NA,NA,NA,0,0-100
898,Rock Family,27-11-95,01-08-18,SLOTS,2,0.416435877,Слаб,218.4328718,80.43287175,0,0,0,0,80.43287175,0,0,0.631773043,NA,NA,NA,NA,0,100-500
899,Single Sweets,19-08-99,01-08-18,SLOTS,1,0.403211927,Слаб,249.6128477,-24.38715229,0,0,0,0,-24.38715229,0,0,1.097699908,NA,NA,NA,NA,0,100-500
900,Nanny Discoveries,12-02-99,01-08-18,SLOTS,1,0.197701275,Новак,92.3908051,-0.809194902,0,0,0,0,-0.809194902,0,0,1.008758392,NA,NA,NA,NA,0,0-100
901,Nanny Brother,10-10-10,01-08-18,SLOTS,1,0.214285714,Новак,3.428571429,3.428571429,0,0,0,0,3.428571429,0,0,0,NA,NA,NA,NA,0,0-100
902,Intervention Repo,25-12-92,01-08-18,ROULETTE,2,18.2866906,Слаб,5083.670427,-787.4295728,0,95,0,95,-882.4295728,0.018687285,-0.12064571,1.173581192,Yes,NA,NA,NA,0,5000-20000
903,Job Island,08-01-00,01-08-18,SLOTS,1,0.4669967,Слаб,141.5,10,0,0,0,0,10,0,0,0.929328622,Yes,NA,NA,NA,0,100-500
904,Clean Hour,11-12-92,01-08-18,SLOTS,2,0.382521486,Новак,354.5300859,50.05008594,0,0,0,0,50.05008594,0,0,0.858826971,Yes,NA,NA,NA,0,100-500
905,Diva Dance Crew,04-11-99,01-08-18,SLOTS,1,NA,NA,1,750,0,0,0,0,750,0,0,-749,NA,NA,NA,NA,0,0-100
906,Pop Comedians,30-09-95,01-08-18,ROULETTE,2,10.36,Слаб,273.07,22.07,0,0,0,0,22.07,0,0,0.919178233,Yes,NA,NA,NA,0,100-500
907,Ulitmate Loser,17-08-65,01-08-18,SLOTS,9,2.864920012,Хубав,48215.52708,4254.897085,700,1160,0,1230,3024.897085,0.025510454,0.289078672,0.937263009,Yes,NA,NA,NA,0,20000-100000
908,Pirate Blitz,08-08-84,01-08-18,SLOTS,3,0.60377043,Слаб,2206.280447,539.4904467,90,85,0,94,445.4904467,0.042605644,0.174238489,0.798080771,Yes,NA,NA,NA,0,1000-5000
909,Frontier Life,31-03-90,01-08-18,SLOTS,2,0.582541272,Слаб,233.4843903,67.38439033,0,0,0,0,67.38439033,0,0,0.711396594,Yes,NA,NA,NA,0,100-500
910,Celebrity Rescue,15-11-75,01-08-18,SLOTS,1,1.683421053,Среден,66.65342105,-151.8665789,0,0,0,0,-151.8665789,0,0,3.278451377,Yes,NA,NA,NA,0,0-100
911,Modern Ninja,09-03-54,01-08-18,SLOTS,1,0.575033244,Слаб,2716.181818,179.1218182,0,0,0,0,179.1218182,0,0,0.934053819,Yes,NA,NA,NA,0,1000-5000
912,Sorority Hour,10-10-10,01-08-18,ROULETTE,1,62.03125,Хубав,2047.03125,-364.96875,0,0,0,0,-364.96875,0,0,1.178291733,NA,NA,NA,NA,0,1000-5000
913,Turf Inventors,04-03-90,01-08-18,SLOTS,1,0.305040872,Новак,112.2550409,14.10504087,0,0,0,0,14.10504087,0,0,0.874348263,Yes,NA,NA,NA,0,100-500
914,UFO Battles,12-10-99,01-08-18,ROULETTE,2,1.375384615,Новак,52.35076923,-4.349230769,0,0,0,0,-4.349230769,0,0,1.083078641,Yes,NA,NA,NA,0,0-100
915,Rock Dad,12-11-99,01-08-18,ROULETTE,1,3.344267241,Новак,241.9885345,4.688534483,0,0,0,0,4.688534483,0,0,0.980624973,NA,NA,NA,NA,0,100-500
916,Crocodile Makeover,10-03-98,01-08-18,ROULETTE,4,1.698739496,Новак,140.3602972,38.71029716,0,0,0,0,38.71029716,0,0,0.724207643,Yes,NA,NA,NA,0,100-500
917,Bachelorette Icon,16-02-89,01-08-18,ROULETTE,5,72.12379085,Хубав,8667.819398,743.0493981,0,155,0,155,588.0493981,0.017882237,0.208599859,0.93215717,Yes,NA,NA,NA,0,5000-20000
918,Royal Contender,26-04-72,01-08-18,SLOTS,1,1.915368871,Среден,5415.431339,526.031339,470,0,0,47,479.031339,0.008678902,0.089348289,0.911543272,Yes,NA,NA,NA,0,5000-20000
919,Bounty Dancing,16-12-89,01-08-18,SLOTS,1,0.390661772,Новак,284.3417476,-64.85825243,0,0,0,0,-64.85825243,0,0,1.228099648,NA,NA,NA,NA,0,100-500
920,Single Boss,01-01-80,01-08-18,SLOTS,1,0.799114853,Слаб,148.0982297,70.09822971,0,0,0,0,70.09822971,0,0,0.526677464,NA,NA,NA,NA,0,100-500
921,Teen Story,11-04-92,01-08-18,SLOTS,2,0.420255265,Слаб,141.74416,39.17415998,0,0,0,0,39.17415998,0,0,0.723627697,NA,NA,NA,NA,0,100-500
922,Comic Showdown,16-02-93,01-08-18,ROULETTE,1,0.353333333,Новак,5.653333333,5.453333333,0,0,0,0,5.453333333,0,0,0.035377358,Yes,NA,NA,NA,0,0-100
923,Backyard Casino,04-07-70,01-08-18,SLOTS,2,2.298863142,Хубав,9360.361077,198.2510769,0,35,0,35,163.2510769,0.003739172,0.176543808,0.982559318,Yes,NA,NA,NA,0,5000-20000
924,Pawn Mania,04-09-84,01-08-18,SLOTS,1,0.438095238,Слаб,46.43809524,29.83809524,0,0,0,0,29.83809524,0,0,0.357465135,NA,NA,NA,NA,0,0-100
925,Comic Crew,03-08-95,01-08-18,SLOTS,1,0.503115329,Слаб,615.418692,39.30869197,0,0,0,0,39.30869197,0,0,0.936126912,Yes,NA,NA,NA,0,500-1000
926,Tool Showdown,21-02-95,01-08-18,SLOTS,1,NA,NA,1,-20,0,0,0,0,-20,0,0,21,Yes,NA,NA,NA,0,0-100
927,Wedding Office,10-12-93,01-08-18,SLOTS,2,NA,NA,2,20,0,0,0,0,20,0,0,-9,NA,NA,NA,NA,0,0-100
928,Comedy Shore,08-10-00,01-08-18,SLOTS,1,0.229253312,Новак,30.50257475,19.80257475,0,0,0,0,19.80257475,0,0,0.350790059,NA,NA,NA,NA,0,0-100
929,Hot Rod Superhero,30-10-72,01-08-18,SLOTS,2,2.713936707,Хубав,8123.934894,1127.724894,0,165,0,165,962.7248936,0.020310355,0.14631228,0.881495248,Yes,NA,NA,NA,0,5000-20000
930,Nanny Life,10-10-05,01-08-18,SLOTS,1,0.269117647,Новак,14.33823529,5.638235294,0,0,0,0,5.638235294,0,0,0.606769231,NA,NA,NA,NA,0,0-100
931,Wild Idol,18-12-86,01-08-18,SLOTS,1,0.326758889,Новак,187.3052632,25.05526316,0,0,0,0,25.05526316,0,0,0.866233,Yes,NA,NA,NA,0,100-500
932,Dance School,10-10-10,01-08-18,SLOTS,1,0.840853562,Среден,9380.795121,-131.2548786,0,0,0,0,-131.2548786,0,0,1.013991871,NA,NA,NA,NA,0,5000-20000
933,Voice Boys,12-08-79,01-08-18,SLOTS,1,0.631211906,Слаб,1999.493331,-30.84666904,0,0,0,0,-30.84666904,0,0,1.015427243,NA,NA,NA,NA,0,1000-5000
934,Single Wedding,10-10-10,01-08-18,SLOTS,15,0.870050846,Среден,11256.1029,1101.782901,0,0,0,0,1101.782901,0,0,0.902116842,Yes,NA,NA,NA,0,5000-20000
935,Room Disasters,19-12-96,01-08-18,SLOTS,4,0.259811763,Новак,2077.378072,-160.9619277,0,0,0,0,-160.9619277,0,0,1.077483213,Yes,NA,NA,NA,0,1000-5000
936,Drama Boys,19-10-91,01-08-18,SLOTS,3,1.479842084,Среден,2343.803533,-266.7964673,0,0,0,0,-266.7964673,0,0,1.113830559,Yes,NA,NA,NA,0,1000-5000
937,The Great American Discoveries,11-11-10,01-08-18,ROULETTE,5,7.184254824,Слаб,1028.873411,-89.12658917,0,0,0,0,-89.12658917,0,0,1.086625418,Yes,NA,NA,NA,0,1000-5000
938,Sorority Mania,06-06-06,01-08-18,SLOTS,1,0.776470588,Слаб,18.35294118,14.55294118,0,0,0,0,14.55294118,0,0,0.207051282,NA,NA,NA,NA,0,0-100
939,The VIP,24-07-52,01-08-18,SLOTS,3,0.460690388,Слаб,5423.354545,828.1045455,0,115,0,115,713.1045455,0.021204588,0.138871355,0.868512276,Yes,NA,NA,NA,0,5000-20000
940,Baggage Factor,14-03-91,01-08-18,SLOTS,1,0.635765027,Слаб,815.25,260.36,0,0,0,0,260.36,0,0,0.680637841,Yes,NA,NA,NA,0,500-1000
941,Star Girls,12-12-12,01-08-18,SLOTS,1,0.205277045,Новак,78.00527704,9.805277045,0,0,0,0,9.805277045,0,0,0.874299824,NA,NA,NA,NA,0,0-100
942,Bounty Shore,21-10-88,01-08-18,SLOTS,1,1.894547437,Среден,9422.576882,-289.0731182,110,0,0,11,-300.0731182,0.001167409,-0.038052656,1.031846184,NA,NA,NA,NA,0,5000-20000
943,Commando Dad,13-02-94,01-08-18,SLOTS,1,0.339601852,Новак,75.71880556,-45.13119444,0,0,0,0,-45.13119444,0,0,1.596036798,NA,NA,NA,NA,0,0-100
944,Basketball School,28-07-53,01-08-18,SLOTS,2,0.304446628,Новак,1157.44,64.95,0,0,0,0,64.95,0,0,0.94388478,NA,NA,NA,NA,0,1000-5000
945,Ax Haul,12-12-97,01-08-18,SLOTS,1,NA,NA,1,10,0,0,0,0,10,0,0,-9,NA,NA,NA,NA,0,0-100
946,Pirate Attack,01-01-10,01-08-18,SLOTS,1,0.405765397,Слаб,174.0230616,33.32306159,0,0,0,0,33.32306159,0,0,0.808513531,NA,NA,NA,NA,0,100-500
947,The Nation,12-03-96,01-08-18,ROULETTE,1,0.246478873,Новак,23.31790744,9.767907445,0,0,0,0,9.767907445,0,0,0.581098455,NA,NA,NA,NA,0,0-100
948,Cake Eats,08-02-00,01-08-18,SLOTS,1,0.930605467,Среден,5914.991816,-93.2581836,0,0,0,0,-93.2581836,0,0,1.01576641,NA,NA,NA,NA,0,5000-20000
949,Project Room,10-10-10,01-08-18,SLOTS,1,0.48065738,Слаб,92.14131476,50.01131476,0,0,0,0,50.01131476,0,0,0.45723246,NA,NA,NA,NA,0,0-100
950,Colonial Files,10-10-10,01-08-18,SLOTS,1,0.389619159,Новак,211.0092383,9.939238318,0,0,0,0,9.939238318,0,0,0.952896667,NA,NA,NA,NA,0,100-500
951,Pioneer Wars,10-10-10,01-08-18,SLOTS,1,0.4399431,Слаб,79.4398293,45.8498293,0,0,0,0,45.8498293,0,0,0.422835753,NA,NA,NA,NA,0,0-100
952,Teen Chef,03-03-55,01-08-18,SLOTS,13,0.347024265,Новак,8009.662727,412.2827273,150,35,0,50,362.2827273,0.00624246,0.121276,0.954769291,Yes,NA,NA,NA,0,5000-20000
953,Baggage Raiders,18-08-75,01-08-18,SLOTS,1,0.256769388,Новак,97.45365854,-37.62634146,0,0,0,0,-37.62634146,0,0,1.386094704,Yes,NA,NA,NA,0,0-100
954,Queer House Party,12-03-60,01-08-18,SLOTS,18,0.166263138,Новак,7823.2433,-309.4367005,170,25,0,42,-351.4367005,0.005368617,-0.135730506,1.044922123,Yes,NA,NA,NA,0,5000-20000
955,Hot Rod Loser,07-07-86,01-08-18,SLOTS,1,0.581494421,Слаб,160.4629888,79.97298884,0,0,0,0,79.97298884,0,0,0.501610998,NA,NA,NA,NA,0,100-500
956,Love Attack,17-11-65,01-08-18,SLOTS,9,1.387941486,Среден,21876.32392,3209.623923,370,595,0,632,2577.623923,0.02888968,0.196907805,0.882172895,Yes,NA,NA,NA,0,20000-100000
957,Treasure Wishes,13-01-98,01-08-18,ROULETTE,1,12.12253521,Слаб,872.8225352,178.9225352,0,0,0,0,178.9225352,0,0,0.795006971,Yes,NA,NA,NA,0,500-1000
958,The Great American Comedians,07-07-98,01-08-18,ROULETTE,1,3.866666667,Новак,131.4666667,-28.13333333,0,0,0,0,-28.13333333,0,0,1.213995943,NA,NA,NA,NA,0,100-500
959,American Whisperer,01-08-00,01-08-18,SLOTS,1,0.20826087,Новак,74.1,29.3,0,0,0,0,29.3,0,0,0.604588394,NA,NA,NA,NA,0,0-100
960,Project Inventors,26-01-98,01-08-18,SLOTS,1,0.515207905,Слаб,621.1292288,23.39922876,0,15,0,15,8.399228758,0.024149564,0.641046769,0.986477486,Yes,NA,NA,NA,0,500-1000
961,Mystery Ship,13-04-86,01-08-18,SLOTS,1,0.598003891,Слаб,879.2840311,159.3740311,0,0,0,0,159.3740311,0,0,0.818745678,NA,NA,NA,NA,0,500-1000
962,Logging Garage,20-05-00,01-08-18,SLOTS,3,0.288250877,Новак,112.6968977,-6.003102257,0,0,0,0,-6.003102257,0,0,1.05326768,Yes,NA,NA,NA,0,100-500
963,Intervention Justice,10-10-10,01-08-18,SLOTS,1,1.574712177,Среден,3613.197697,1207.997697,0,0,0,0,1207.997697,0,0,0.665670744,NA,NA,NA,NA,0,1000-5000
964,Crocodile Patrol,25-10-98,01-08-18,SLOTS,2,0.894532613,Среден,4857.323191,258.9731906,0,30,0,30,228.9731906,0.006176241,0.115842107,0.952860211,Yes,NA,NA,NA,0,1000-5000
965,Turf Club,10-10-10,01-08-18,SLOTS,1,1.295100419,Среден,310.5755021,205.1755021,0,0,0,0,205.1755021,0,0,0.339369974,Yes,NA,NA,NA,0,100-500
966,UFO Experiment,06-04-99,01-08-18,SLOTS,2,1.088833389,Среден,266.1842824,39.98428238,0,0,0,0,39.98428238,0,0,0.849787215,NA,NA,NA,NA,0,100-500
967,Army Sweets,10-10-10,01-08-18,SLOTS,1,3.684383089,Хубав,4835.653149,377.4531493,0,0,0,0,377.4531493,0,0,0.921943709,NA,NA,NA,NA,0,1000-5000
968,Boot Camp Idol,04-06-99,01-08-18,SLOTS,2,0.382189204,Новак,507.7241182,244.1541182,0,30,0,30,214.1541182,0.059087207,0.122873209,0.578207711,Yes,NA,NA,NA,0,500-1000
969,Empire Videos,10-09-93,01-08-18,SLOTS,1,NA,NA,1,-10,0,0,0,0,-10,0,0,11,Yes,NA,NA,NA,0,0-100
970,Hollywood Hour,02-09-68,01-08-18,SLOTS,1,0.413554166,Слаб,1428.615158,154.2251579,0,0,0,0,154.2251579,0,0,0.892045694,NA,NA,NA,NA,0,1000-5000
971,Backyard Crew,08-07-92,01-08-18,SLOTS,1,0.388275862,Новак,25.57655172,14.42655172,0,0,0,0,14.42655172,0,0,0.435946179,Yes,NA,NA,NA,0,0-100
972,Justice Sweets,01-02-53,01-08-18,SLOTS,12,0.729910181,Слаб,5361.445269,728.845269,150,35,0,50,678.845269,0.009325844,0.068601666,0.873383904,Yes,NA,NA,NA,0,5000-20000
973,Crocodile Showdown,05-02-52,01-08-18,SLOTS,20,0.891223744,Среден,52747.46777,1745.227769,1400,690,0,830,915.2277694,0.015735353,0.475582623,0.982648878,Yes,NA,NA,NA,0,20000-100000
974,Pioneer Island,02-08-96,01-08-18,SLOTS,2,0.369262485,Новак,177.5,50.1,0,0,0,0,50.1,0,0,0.717746479,Yes,NA,NA,NA,0,100-500
975,Frontier Files,05-08-94,01-08-18,SLOTS,1,0.70264601,Слаб,589.5857143,144.4557143,0,0,0,0,144.4557143,0,0,0.754987764,NA,NA,NA,NA,0,500-1000
976,Cake Battles,16-04-83,01-08-18,SLOTS,1,0.548518242,Слаб,417.8770365,95.69703648,0,0,0,0,95.69703648,0,0,0.770992354,Yes,NA,NA,NA,0,100-500
977,An American Nation,16-02-85,01-08-18,SLOTS,1,0.651111111,Слаб,88.55111111,25.05111111,0,0,0,0,25.05111111,0,0,0.71709998,NA,NA,NA,NA,0,0-100
978,Sister Chef,10-10-10,01-08-18,SLOTS,1,0.311111111,Новак,8.711111111,4.911111111,0,0,0,0,4.911111111,0,0,0.43622449,NA,NA,NA,NA,0,0-100
979,Whale School,05-07-58,01-08-18,SLOTS,1,0.539892167,Слаб,2262.75903,-42.8009705,0,0,0,0,-42.8009705,0,0,1.01891539,NA,NA,NA,NA,0,1000-5000
980,Knight Project,25-05-92,01-08-18,SLOTS,1,0.74153506,Слаб,1173.85,174.85,0,40,0,40,134.85,0.034075904,0.228767515,0.885121608,Yes,NA,NA,NA,0,1000-5000
981,Job Dad,02-08-73,01-08-18,SLOTS,12,1.718368807,Среден,273501.415,4328.624978,5360,1705,0,2241,2087.624978,0.008193742,0.517716368,0.992367041,Yes,NA,NA,NA,0,OVer 100000
982,Whale Consignment,16-08-68,01-08-18,SLOTS,1,0.290350877,Новак,66.49035088,30.00035088,0,0,0,0,30.00035088,0,0,0.548801435,NA,NA,NA,NA,0,0-100
983,Style Assistant,06-08-91,01-08-18,SLOTS,1,0.538423989,Слаб,468.6,140.3,0,0,0,0,140.3,0,0,0.700597525,NA,NA,NA,NA,0,100-500
984,Outback Dynasty,01-12-92,01-08-18,SLOTS,3,0.563551371,Слаб,1774.148025,329.0580249,0,40,0,40,289.0580249,0.022546033,0.121559108,0.837072205,Yes,NA,NA,NA,0,1000-5000
985,College Eats,26-07-80,01-08-18,SLOTS,1,1.062626263,Среден,947.8626263,110.9526263,0,0,0,0,110.9526263,0,0,0.882944402,NA,NA,NA,NA,0,500-1000
986,Cajun Ship,03-04-79,01-08-18,SLOTS,1,0.249421071,Новак,344.7488421,114.9488421,0,0,0,0,114.9488421,0,0,0.666572217,Yes,NA,NA,NA,0,100-500
987,Outback Towers,02-12-96,01-08-18,SLOTS,1,1.206360424,Среден,342.6063604,20.80636042,0,0,0,0,20.80636042,0,0,0.939270361,NA,NA,NA,NA,0,100-500
988,UFO Academy,12-08-94,01-08-18,ROULETTE,4,32.74289773,Среден,618.5340909,-46.875,0,15,0,15,-61.875,0.024250886,-0.32,1.100034907,Yes,NA,NA,NA,0,500-1000
989,Fish Tank Dynasty,10-05-95,01-08-18,SLOTS,1,0.474074074,Слаб,26.07407407,19.47407407,0,0,0,0,19.47407407,0,0,0.253125,Yes,NA,NA,NA,0,0-100
990,Pirate Videos,06-02-93,01-08-18,SLOTS,1,0.348243927,Новак,71.09648785,19.74648785,0,0,0,0,19.74648785,0,0,0.7222579,NA,NA,NA,NA,0,0-100
991,Amish Shore,21-01-76,01-08-18,SLOTS,2,0.493911621,Слаб,2539.776319,29.36631889,0,0,0,0,29.36631889,0,0,0.988437439,Yes,NA,NA,NA,0,1000-5000
992,Outback Wrangler,21-10-93,01-08-18,SLOTS,1,0.64,Слаб,19.2,13.7,0,0,0,0,13.7,0,0,0.286458333,Yes,NA,NA,NA,0,0-100
993,Project Treasure,22-12-97,01-08-18,SLOTS,2,1.117297082,Среден,439.6215603,121.2215603,0,0,0,0,121.2215603,0,0,0.724259292,Yes,NA,NA,NA,0,100-500
994,Army Dynasty,21-07-96,01-08-18,SLOTS,1,0.894602382,Среден,854.4568191,-7.043180942,0,0,0,0,-7.043180942,0,0,1.008242875,NA,NA,NA,NA,0,500-1000
995,Wedding Next Door,29-04-95,01-08-18,SLOTS,2,0.55223373,Слаб,460.070511,149.600511,0,0,0,0,149.600511,0,0,0.674831341,NA,NA,NA,NA,0,100-500
996,Mystery Rescue,10-06-75,01-08-18,SLOTS,2,3.531418745,Хубав,45779.3773,-1703.922704,0,45,0,45,-1748.922704,0.000982975,-0.026409649,1.038203287,Yes,NA,NA,NA,0,20000-100000
997,Intervention Party,17-11-93,01-08-18,ROULETTE,2,10.90377451,Слаб,1388.830196,-129.7698039,0,0,0,0,-129.7698039,0,0,1.093438207,NA,NA,NA,NA,0,1000-5000
998,Bachelor Search,30-06-90,01-08-18,SLOTS,7,0.402539654,Слаб,2592.982814,70.8128136,0,0,0,0,70.8128136,0,0,0.972690597,NA,NA,NA,NA,0,1000-5000
999,Turf Mania,25-10-99,01-08-18,SLOTS,1,0.521150957,Слаб,1823.392437,-104.1575631,0,0,0,0,-104.1575631,0,0,1.057122954,Yes,NA,NA,NA,0,1000-5000
1000,Survival Dance Crew,05-04-79,01-08-18,SLOTS,4,1.1334758,Среден,2527.055671,769.6556708,0,35,0,35,734.6556708,0.01385011,0.045474881,0.709283939,Yes,NA,NA,NA,0,1000-5000
1001,BBQ Marvels,03-09-60,01-08-18,SLOTS,2,0.319379902,Новак,810.3669231,-83.39307692,0,0,0,0,-83.39307692,0,0,1.1029078,NA,NA,NA,NA,0,500-1000
1002,Craft Queens,25-06-94,01-08-18,ROULETTE,1,0.225,Новак,3.825,2.825,0,0,0,0,2.825,0,0,0.261437908,NA,NA,NA,NA,0,0-100
1003,Bachelor Factor,03-11-93,01-08-18,ROULETTE,1,93.9047619,Хубав,1107.809524,63.80952381,0,0,0,0,63.80952381,0,0,0.942400275,NA,NA,NA,NA,0,1000-5000
1004,Basketball Hour,31-03-89,01-08-18,SLOTS,8,0.72723658,Слаб,5346.313938,-61.09606203,0,0,0,0,-61.09606203,0,0,1.011427698,Yes,NA,NA,NA,0,5000-20000
1005,Bachelorette Chef,19-10-99,01-08-18,SLOTS,1,0.88248337,Среден,774.8,89.2,0,0,0,0,89.2,0,0,0.884873516,Yes,NA,NA,NA,0,500-1000
1006,Air Chef,17-08-89,01-08-18,SLOTS,1,1.285612026,Среден,1037.090909,-138.5790909,0,0,0,0,-138.5790909,0,0,1.133622896,NA,NA,NA,NA,0,1000-5000
1007,Ice Road Island,02-01-73,01-08-18,SLOTS,1,0.274736321,Новак,141.3231542,-30.67684576,0,0,0,0,-30.67684576,0,0,1.217068788,NA,NA,NA,NA,0,100-500
1008,Sister Raiders,24-01-74,01-08-18,SLOTS,2,1.821940503,Среден,7567.690601,372.5406011,0,50,0,50,322.5406011,0.006607035,0.134213559,0.957379256,Yes,NA,NA,NA,0,5000-20000
1009,Mystery Ship,06-04-56,01-08-18,SLOTS,5,0.951735301,Среден,16981.64582,1303.385816,290,70,0,99,1204.385816,0.005829824,0.075956021,0.929077203,Yes,NA,NA,NA,0,5000-20000
1010,Diva Crashers,01-07-98,01-08-18,SLOTS,1,1.125,Среден,167.625,10.125,0,0,0,0,10.125,0,0,0.939597315,NA,NA,NA,NA,0,100-500
1011,Star Towers,10-10-10,01-08-18,SLOTS,1,0.445967597,Слаб,193.419838,38.31983798,0,0,0,0,38.31983798,0,0,0.801882587,NA,NA,NA,NA,0,100-500
1012,Air Room,27-04-99,01-08-18,SLOTS,1,0.38429972,Новак,66.14859944,24.64859944,0,0,0,0,24.64859944,0,0,0.627375339,NA,NA,NA,NA,0,0-100
1013,Fast Food Club,22-12-63,01-08-18,SLOTS,4,2.603077583,Хубав,13015.69548,1676.845483,170,165,0,182,1494.845483,0.013983118,0.108537132,0.885150549,Yes,NA,NA,NA,0,5000-20000
1014,Single Warrior,17-07-59,01-08-18,SLOTS,1,0.95,Среден,91.2,16.97,0,0,0,0,16.97,0,0,0.813925439,NA,NA,NA,NA,0,0-100
1015,Ax Intervention,25-09-75,01-08-18,SLOTS,5,1.205265312,Среден,10041.79571,130.6657088,0,225,0,225,-94.33429117,0.022406351,1.721951398,1.009394166,Yes,NA,NA,NA,0,5000-20000
1016,Knight Exes,28-02-90,01-08-18,SLOTS,4,0.553145366,Слаб,2134.133054,308.5030538,0,0,0,0,308.5030538,0,0,0.855443383,Yes,NA,NA,NA,0,1000-5000
1017,Space Project,21-05-75,01-08-18,SLOTS,1,0.647290079,Слаб,7516.703357,721.663357,0,0,0,0,721.663357,0,0,0.90399204,NA,NA,NA,NA,0,5000-20000
1018,Project Haul,14-06-93,01-08-18,SLOTS,1,0.380044843,Новак,85.13004484,59.38004484,0,0,0,0,59.38004484,0,0,0.302478403,NA,NA,NA,NA,0,0-100
1019,Undercover Marvels,14-07-88,01-08-18,SLOTS,1,0.763052209,Слаб,190,59.59,0,0,0,0,59.59,0,0,0.686368421,NA,NA,NA,NA,0,100-500
1020,Celebrity Idol,27-08-96,01-08-18,SLOTS,1,0.691196769,Слаб,181.8823935,68.08239354,0,0,0,0,68.08239354,0,0,0.625679032,Yes,NA,NA,NA,0,100-500
1021,Queer Repo,16-05-99,01-08-18,SLOTS,1,0.195095591,Новак,40.58038236,9.980382362,0,0,0,0,9.980382362,0,0,0.754058937,NA,NA,NA,NA,0,0-100
1022,Chopper Star,10-04-91,01-08-18,SLOTS,1,0.691940207,Слаб,1180.125821,199.2658206,0,0,0,0,199.2658206,0,0,0.831148665,NA,NA,NA,NA,0,1000-5000
1023,Extreme Hunters,20-05-66,01-08-18,SLOTS,1,0.339762205,Новак,602.2873843,44.88738426,0,0,0,0,44.88738426,0,0,0.925471817,Yes,NA,NA,NA,0,500-1000
1024,Modern Nation,07-09-99,01-08-18,SLOTS,1,0.43045977,Слаб,65.53333333,19.93333333,0,0,0,0,19.93333333,0,0,0.695829095,Yes,NA,NA,NA,0,0-100
1025,Bounty Mates,12-03-80,01-08-18,SLOTS,6,1.007819671,Среден,24437.88572,1531.955723,290,120,0,149,1382.955723,0.00609709,0.097261297,0.943409355,NA,NA,NA,NA,0,20000-100000
1026,Wife Intervention,30-08-97,01-08-18,ROULETTE,9,45.96878307,Среден,4311.129762,-192.8702381,0,45,0,45,-237.8702381,0.010438099,-0.233317491,1.055175847,Yes,NA,NA,NA,0,1000-5000
1027,Comedy House Party,12-03-98,01-08-18,SLOTS,1,0.54375,Слаб,17.94375,9.84375,0,0,0,0,9.84375,0,0,0.451410658,NA,NA,NA,NA,0,0-100
1028,Date Attack,27-03-91,01-08-18,SLOTS,3,1.114344175,Среден,2270.75873,112.5287302,330,165,0,198,-85.47126984,0.087195525,1.759550647,1.037639961,Yes,NA,NA,NA,0,1000-5000
1029,Bachelorette People,16-12-59,01-08-18,SLOTS,1,0.814411765,Среден,139.8388235,64.97882353,0,0,0,0,64.97882353,0,0,0.535330591,Yes,NA,NA,NA,0,100-500
1030,Pioneer Rivals,03-11-67,01-08-18,SLOTS,3,1.482674791,Среден,22618.48676,2584.136765,440,310,0,354,2230.136765,0.015650914,0.136989654,0.901402035,Yes,NA,NA,NA,0,20000-100000
1031,Room Apprentice,16-12-90,01-08-18,SLOTS,1,0.682222222,Слаб,122.8,29.9,0,0,0,0,29.9,0,0,0.756514658,Yes,NA,NA,NA,0,100-500
1032,Star Aliens,18-05-59,01-08-18,SLOTS,1,0.2795,Новак,229.4695,50.0395,0,0,0,0,50.0395,0,0,0.781933983,Yes,NA,NA,NA,0,100-500
1033,Extreme Disasters,01-10-98,01-08-18,SLOTS,1,0.197468354,Новак,15.79746835,9.897468354,0,0,0,0,9.897468354,0,0,0.373477564,NA,NA,NA,NA,0,0-100
1034,The Real Repo,18-05-86,01-08-18,SLOTS,1,0.223775216,Новак,364.8,49.9,0,0,0,0,49.9,0,0,0.863212719,NA,NA,NA,NA,0,100-500
1035,Chef House,15-02-92,01-08-18,ROULETTE,1,2.63,Новак,28.93,-3.17,0,0,0,0,-3.17,0,0,1.109574836,Yes,NA,NA,NA,0,0-100
1036,Project Fighter,15-08-56,01-08-18,SLOTS,1,0.1,Новак,25.7,4.55,0,0,0,0,4.55,0,0,0.822957198,NA,NA,NA,NA,0,0-100
